epoch,SemSeg_mIoU,Human_mIoU,Saliency_mIoU,Normals_rmse,Delta_m_percent
0,2.9359,5.448,24.802,65.2727,-127.57188761452652
5,53.195,45.9293,57.26,23.152,-20.92246149239905
10,64.6685,52.3865,60.319,21.0207,-9.856404332848145
15,66.4843,54.2704,61.522,19.4541,-5.758664852842415
20,67.6594,55.839,62.651,18.9841,-3.5817957943492753
25,68.6186,56.6715,62.665,18.4599,-2.1540542587577938
30,68.3981,57.467,63.972,18.3732,-1.2702691751235349
35,68.6964,57.6653,63.916,18.2888,-0.984296898443612
40,68.6084,57.7613,64.297,17.936,-0.3346920213868742
45,68.8123,58.6196,64.445,17.6261,0.5781098908561716
50,68.9955,58.9435,64.614,17.5524,0.9473016027367276
55,69.2572,58.703,64.418,17.2914,1.2320768915534792
60,69.1481,59.0236,65.01,18.0886,0.4492144600484522
65,68.6428,59.0609,65.284,17.4912,1.2172871955113387
70,68.627,59.13,65.028,17.427,1.2259736654227618
75,68.4639,59.3575,64.863,17.2905,1.3808842205881908
80,68.8117,59.3283,64.743,17.2488,1.508365226387921
85,68.8241,59.3168,65.282,17.1483,1.8642703425765892
90,68.5555,59.4905,64.679,16.9963,1.8041623824601134
95,68.4967,59.5082,64.863,16.834,2.0890058543485903
100,68.3827,59.4435,64.652,16.8785,1.8739714681795319
105,68.6034,59.482,64.853,16.8329,2.1156391366575376
110,67.88,59.214,64.628,17.0983,1.2789274842096208
115,67.9778,59.6032,64.683,16.9411,1.713169625421241
120,67.9347,59.4996,64.843,16.9261,1.7403384566999236
125,68.2163,59.4642,64.639,17.06,1.5627154418981541
130,67.7713,59.6168,65.023,17.0839,1.5795109529785376
135,67.8463,59.5735,64.813,16.6915,2.051636939765102
140,67.607,59.6599,65.083,16.9038,1.8104094330054166
145,67.5428,59.5815,64.847,16.8539,1.7296745751044542
150,67.5344,59.3288,64.865,16.6591,1.9027642616678115
155,67.7849,59.7059,64.82,16.761,1.9883633273385535
160,67.8143,59.7667,64.926,16.7514,2.079700637261682
165,67.6278,59.671,65.16,16.7504,2.0669125811978244
170,67.556,59.5742,64.569,16.7211,1.8049225262331805
175,67.3648,59.7395,64.823,16.6878,1.9487023603927172
180,67.3278,59.6006,64.584,16.5607,1.959860646511864
185,67.2997,59.5508,64.808,16.5822,1.9892095850065894
190,67.5589,59.6433,64.715,16.7203,1.893549094906221
195,67.321,59.6004,64.845,16.6321,1.9625694671119778
200,67.2226,59.5146,64.774,16.5462,1.982368297845532
205,67.1417,59.4569,64.593,16.7684,1.5472831230600852
210,67.0578,59.4817,64.626,16.725,1.5996964372690894
215,67.0933,59.6566,64.718,16.658,1.8136046646781825
220,67.1197,59.6368,64.888,16.639,1.9100282731582061
225,67.0053,59.6473,64.677,16.4883,1.9967656714261066
230,66.977,59.6449,64.824,16.6132,1.8704497625470267
235,66.9416,59.5665,64.695,16.5344,1.88353646205099
240,66.9682,59.658,64.827,16.5423,1.9723041722818306
245,66.9208,59.5068,64.719,16.5855,1.7902321167538433
250,67.0091,59.5592,64.789,16.6049,1.8453077809400542
255,66.9444,59.5472,64.64,16.5849,1.7844780100971263
260,66.8813,59.602,64.795,16.5635,1.875049550756986
265,66.8319,59.5242,64.778,16.5378,1.8542055576065246
270,66.9418,59.553,64.732,16.5302,1.8988398317061748
275,66.8659,59.5944,64.686,16.5616,1.8251916591799915
280,66.8526,59.5338,64.811,16.5424,1.8726128491986473
285,66.818,59.5741,64.762,16.5375,1.8631808720119893
290,66.8883,59.5951,64.754,16.5306,1.9041992013838112
295,66.8257,59.5883,64.708,16.5173,1.878227735671982
299,66.8349,59.5574,64.787,16.5467,1.8599506047292287

BEST(epoch 105),68.6034,59.482,64.853,16.8329,2.1156391366575376
