epoch,SemSeg_mIoU,Human_mIoU,Saliency_mIoU,Normals_rmse,Delta_m_percent
0,3.1211,4.2706,33.807,51.1419,-104.70875224210796
5,26.595,38.6757,55.039,25.0498,-37.275738142432864
10,59.2756,49.4942,57.823,22.7296,-16.40819778505677
15,64.9164,52.6424,60.041,21.3486,-10.228535720703432
20,66.4565,53.5995,61.296,20.131,-7.072161430119704
25,67.5956,54.7783,62.533,18.9186,-3.989901886356058
30,68.3451,55.0966,62.892,18.7196,-3.1618239069547305
35,68.2697,56.301,63.328,18.37,-2.0424905057238
40,69.0082,56.3565,63.864,18.1858,-1.2742112407357815
45,69.1459,57.0098,63.864,18.0569,-0.7799393550764915
50,69.3727,57.1677,64.042,17.8624,-0.289874425058261
55,69.5261,57.1761,64.227,17.8035,-0.07330338547420467
60,69.3969,58.0592,64.767,17.6758,0.6293063432217392
65,69.6704,58.1174,65.225,17.3537,1.3862826794312686
70,69.7464,58.6257,65.073,17.5014,1.3533159983668557
75,69.6382,58.5818,64.957,17.4188,1.3637495073499455
80,69.6952,58.8048,65.028,17.1709,1.848321380971853
85,70.1467,58.85,64.582,17.2305,1.772766385456094
90,70.0469,58.954,65.017,17.1924,2.0050504303396126
95,69.9678,58.8576,65.05,17.4761,1.5552589905865304
100,70.0841,58.9687,65.368,17.0736,2.3308350058576575
105,69.7246,59.2339,65.168,16.9502,2.395651251490754
110,70.1033,58.966,65.198,17.0954,2.2383949423699825
115,70.0811,59.346,65.283,16.7621,2.881307520274548
120,70.1058,59.4021,65.246,16.959,2.6243773019507746
125,69.9965,59.5145,65.318,16.7463,2.953874094768514
130,69.8182,59.4473,65.422,16.7285,2.9268882918725705
135,69.9634,59.5659,65.299,16.7743,2.9157390760542947
140,70.173,59.3738,65.105,16.7434,2.8813580597178987
145,70.1063,59.7105,65.436,16.7966,3.0511736320931764
150,69.9733,59.8464,65.682,16.7355,3.240201664039625
155,70.1167,59.7851,65.403,16.5617,3.3987196511623528
160,70.1995,59.5837,65.3,16.6217,3.2234455980341385
165,69.9334,60.0128,65.507,16.5925,3.4213070149224083
167,70.1995,59.5837,65.3,16.6217,3.2234455980341385
0,70.1896,59.6888,65.521,16.6894,3.2566179619877786
5,70.178,59.8723,65.146,16.63,3.258655560547394
10,69.9921,59.8911,65.398,16.4876,3.496246297717566
15,69.8523,59.7708,65.506,16.9851,2.7468603780954433
20,69.8818,59.9318,65.265,16.8253,2.9485092341043786
25,70.0439,59.8138,65.334,16.4201,3.5525546010120146
30,69.7378,60.011,65.319,16.903,2.840472493771224
35,69.9216,59.9625,65.43,16.6034,3.3505743435296402
40,69.5788,59.3698,64.983,16.4763,2.9813938159138904
45,69.6794,59.774,65.363,16.7654,2.932149505372448
50,69.8863,59.7226,65.344,16.6267,3.173702751959975
55,69.886,59.9832,64.964,16.7146,3.0041377572530044
60,69.8304,60.0936,65.5,16.6974,3.2668673251145615
65,69.6743,60.121,65.596,16.7005,3.254043562401629
70,69.628,59.8782,65.096,16.4774,3.2487047898799424
75,69.5517,59.635,65.066,16.1959,3.5017442984818583
80,69.4901,60.1486,65.169,16.6309,3.1222857246750464
85,69.6851,59.9275,65.583,16.1436,3.949499421476642
90,69.664,60.0842,65.263,16.2442,3.736644369575766
