epoch,SemSeg_mIoU,Human_mIoU,Saliency_mIoU,Normals_rmse,Delta_m_percent
0,3.4225,9.9519,37.065,76.1568,-135.79778780407514
5,20.5694,34.6421,52.614,24.3423,-41.133415528389044
10,56.3391,47.642,56.106,22.5708,-18.715710697933886
15,63.8002,51.9788,57.966,22.1453,-12.851981868167863
20,65.9515,53.4125,59.246,20.4479,-8.598340368565188
25,66.8828,54.7509,60.273,19.7655,-6.3504903867900895
30,67.7299,55.0437,60.668,18.8096,-4.42896251467478
35,68.2634,55.2391,61.42,18.8086,-3.8487230985358183
40,68.4786,56.1606,61.996,18.5021,-2.7393235043737483
45,69.1565,56.5067,62.295,18.2387,-1.8611200898694218
50,69.0692,56.9124,62.266,18.2302,-1.7296219634471681
55,69.4813,57.0577,62.408,17.868,-0.9568468001517959
60,69.5659,57.3076,62.565,17.9444,-0.8678354184575384
65,69.7934,57.5158,62.829,17.848,-0.45919963106461964
70,69.771,58.0113,63.048,17.5872,0.18313017595987638
75,69.6473,57.9556,63.106,17.7174,-0.04324679738411164
80,69.9386,58.3838,63.159,17.5354,0.512414844805937
85,70.1176,58.0917,63.291,17.6198,0.3965909163868402
90,69.9261,58.3855,63.58,17.2813,1.0307624731610041
95,69.9635,58.4717,63.326,17.4491,0.7441823887417778
100,70.0639,58.6847,63.353,17.2728,1.1236080741402021
105,70.0345,58.9824,63.312,17.2018,1.3151844893180749
110,70.1867,59.0312,63.608,17.0873,1.669475859572413
115,70.08,59.0057,63.593,17.1163,1.5731334908951708
120,70.3576,59.1374,63.647,17.1133,1.7553823855545996
125,70.3567,59.2468,63.797,17.0397,1.9617476018033486
130,70.2962,59.172,63.835,17.1165,1.8174399547947881
135,70.2558,59.1602,63.552,17.1028,1.7032361966157608
140,70.3823,59.3339,63.63,17.0416,1.9368266594985177
145,70.2777,59.2003,63.433,16.9247,1.9276294900775308
150,70.3862,59.2991,63.662,16.903,2.1298813804908745
155,70.4863,59.3973,63.477,16.7725,2.3141315141852363
160,70.36,59.5303,63.514,16.7834,2.320512990621121
165,70.368,59.5374,63.721,16.849,2.318090859070607
170,70.5415,59.4311,63.843,16.9175,2.293335718191826
175,70.3854,59.4888,63.787,16.7795,2.4280966240490227
180,70.5011,59.4247,63.484,17.0211,1.9876500572515454
185,70.4936,59.6461,63.582,16.8123,2.404013841312806
190,70.3646,59.7654,63.416,16.7938,2.36336671899072
195,70.3912,59.6399,63.343,16.6418,2.504792343929401
200,70.3908,59.6295,63.269,16.8099,2.2369120650410417
205,70.3578,59.7167,63.532,16.76,2.434712484443828
210,70.5006,59.8343,63.548,16.6268,2.7270267784813513
215,70.4693,59.6726,63.634,16.6796,2.6111358539614513
220,70.4479,59.7233,63.505,16.74,2.4878893098334256
225,70.4802,59.7479,63.317,16.612,2.61252811229746
230,70.4707,59.7371,63.445,16.7509,2.462719095337529
235,70.4583,59.8292,63.431,16.6232,2.667329493738506
240,70.4672,59.7872,63.665,16.6228,2.7480670502759215
245,70.4832,59.7406,63.461,16.615,2.6642620920337516
250,70.4461,59.8397,63.465,16.7239,2.540568251519737
255,70.4412,59.8479,63.547,16.7044,2.6020632519648617
260,70.4901,59.8155,63.387,16.7271,2.5114388451299963
265,70.4262,59.8015,63.487,16.6959,2.5655204257404582
270,70.4811,59.802,63.51,16.6938,2.5982870038344994
275,70.53,59.8006,63.51,16.6525,2.673367979744486
280,70.4649,59.8357,63.453,16.7213,2.5447521241715796
285,70.4944,59.7993,63.472,16.6839,2.6006806312207122
290,70.4673,59.7953,63.499,16.7047,2.5708744246698325
295,70.4911,59.7857,63.533,16.6751,2.6306643933611413
299,70.5017,59.8228,63.452,16.6972,2.586360211145215

BEST(epoch 240),70.4672,59.7872,63.665,16.6228,2.7480670502759215
