epoch,SemSeg_mIoU,Human_Parts_mIoU,Saliency_mIoU,Normals_mean,Delta_m_percent
155,72.5717,63.9303,66.091,16.6714,-4.58952122344015
160,72.5921,64.0024,66.276,16.7801,-4.662096035667366
165,72.5601,64.0472,66.232,16.6964,-4.5372034222656925
170,72.6997,64.0363,66.175,16.6336,-4.415863980492625
175,72.3606,64.1496,66.097,16.5991,-4.457009688338068
180,72.462,64.164,66.36,16.6025,-4.326521926478451
185,72.3937,64.0665,66.095,16.6089,-4.494072552532082
190,72.4149,63.9922,66.257,16.5755,-4.401357297722367
195,72.4066,64.0214,66.132,16.5308,-4.367432671444693
200,72.4246,64.0371,66.199,16.6219,-4.477463533381063
205,72.3854,64.0037,66.389,16.4987,-4.234069161968314
210,72.2916,64.0683,66.257,16.4857,-4.268280717737545
215,72.4481,64.1635,66.22,16.5845,-4.35416111070412
220,72.2795,64.0418,66.4,16.487,-4.231296705464728
225,72.2867,64.0346,66.168,16.4864,-4.316701839956237
230,72.2384,64.0458,66.271,16.4789,-4.277960754872704
235,72.408,64.1552,66.212,16.503,-4.242123563178513
240,72.3249,64.0508,66.276,16.5004,-4.280649361750797
245,72.2548,64.0332,66.083,16.473,-4.337561589028627
250,72.2997,64.0506,66.175,16.4945,-4.3168783155081725
255,72.2782,64.0972,66.23,16.4651,-4.238598157935041
260,72.2857,64.0868,66.226,16.4519,-4.2203091060623334
265,72.243,64.0952,66.255,16.4973,-4.29338863939666
270,72.2947,64.0558,66.203,16.4792,-4.281537570355829
275,72.2591,64.0728,66.305,16.5046,-4.289804609235602
280,72.2965,64.0921,66.17,16.4881,-4.293825584623567
285,72.2828,64.0643,66.239,16.4808,-4.271440621641175
290,72.2975,64.0603,66.164,16.4759,-4.288073700420156
295,72.2877,64.0781,66.158,16.4871,-4.304809630932041
299,72.3171,64.0745,66.196,16.4736,-4.260769122030376

BEST(epoch 260),72.2857,64.0868,66.226,16.4519,-4.2203091060623334
