epoch,SemSeg_mIoU,Human_mIoU,Saliency_mIoU,Normals_rmse,Delta_m_percent
0,1.8109,10.6124,32.811,74.5668,-135.6242941199734
0,1.8075,10.6111,32.808,74.5499,-135.6037750778028
5,24.0063,36.4843,53.881,24.7764,-39.20723889816268
10,57.1958,48.6951,57.421,23.0095,-18.05498557620774
15,63.9578,51.9816,59.444,20.9887,-10.590536364071273
20,66.0882,53.468,60.099,20.1512,-7.770295817500672
25,66.941,54.356,61.212,19.4934,-5.733204488980406
30,68.0211,55.0122,62.351,19.0049,-3.930244540720465
35,68.7771,55.8563,62.706,19.2607,-3.521818044943127
40,68.5981,56.5691,63.19,18.8009,-2.4669131737431114
45,69.121,56.5159,63.47,18.8032,-2.1848170581152138
50,69.3279,57.0039,63.756,18.0875,-0.8004976982037173
55,69.4917,56.9908,64.02,17.9947,-0.5098993815346862
60,69.6168,57.6691,64.096,18.2746,-0.5484747773775069
65,69.6588,57.8568,64.312,17.9135,0.1318918413568979
70,69.6849,57.8368,63.919,17.9865,-0.12560975355961887
75,69.714,58.2168,64.544,17.5937,0.8356813036521176
80,69.9573,58.3586,64.636,17.3983,1.2921537680295847
85,69.7856,58.5591,64.81,17.8763,0.713995164207996
90,69.8432,58.5391,64.582,17.5501,1.0897394179770439
95,70.0882,58.5732,64.34,17.7914,0.7619059665924595
100,69.9898,58.8366,64.761,17.8384,0.9350523741411567
105,70.1995,58.8217,64.497,17.4442,1.4495992777607196
110,70.129,59.0585,64.967,17.479,1.6590055608401981
115,70.269,59.1328,65.374,17.2153,2.2711277816356312
120,70.149,59.0016,64.962,17.4705,1.65329590109056
125,70.2229,59.3168,65.131,17.1559,2.31346133407381
130,70.347,59.003,64.916,16.9549,2.4263731657067886
135,70.1193,59.301,65.174,17.1763,2.2574079779401797
140,70.3909,59.4879,64.93,17.3637,2.0753355956276676
145,70.2999,59.3203,65.116,17.0726,2.4533889465698233
150,70.2496,59.3911,65.107,16.8937,2.708537961917422
155,70.2731,59.466,65.069,16.7854,2.8829461825691407
160,70.2179,59.3641,65.318,16.862,2.814551486501397
165,70.3135,59.6172,64.972,16.8409,2.8429049984630055
170,70.2739,59.6468,65.048,17.0194,2.6222666068187044
175,70.4143,59.5543,65.062,17.0315,2.625930293173272
180,70.4717,59.6875,65.165,16.834,3.017114281125292
185,70.4705,59.6747,65.101,17.0308,2.71204955757791
190,70.4074,59.718,65.024,16.9007,2.8561797669601163
195,70.2801,59.6775,65.063,16.8017,2.9458461578685124
200,70.3755,59.8197,64.986,16.807,3.000487970830695
205,70.2929,59.7589,65.067,16.9289,2.808109280970311
210,70.3367,59.8492,65.152,16.9034,2.9304115349999984
215,70.3336,59.7548,64.997,16.7702,3.014310582112218
220,70.2902,59.8231,65.176,16.8741,2.9529643897895164
225,70.3911,59.9311,64.973,16.9738,2.8139948739297584
230,70.3749,59.7896,65.05,16.9914,2.757236886560013
235,70.3124,59.9013,65.182,16.8956,2.9652847999192726
240,70.3731,59.8148,65.16,16.7279,3.1774291673140844
245,70.3279,59.9132,65.141,16.7953,3.0989527861541237
250,70.3595,59.8988,65.17,16.7589,3.167161837161779
255,70.4179,59.9295,65.123,16.8293,3.0844915780896933
260,70.3121,59.8876,65.048,16.8029,3.0348787638818577
265,70.3736,59.8225,65.139,16.9185,2.9071391286841686
270,70.3377,59.8695,65.197,16.8412,3.043554654118879
275,70.3396,59.9256,65.169,16.755,3.175603078308383
280,70.3552,59.956,65.144,16.7967,3.125640292817096

BEST(epoch 240),70.3731,59.8148,65.16,16.7279,3.1774291673140844
