epoch,SemSeg_mIoU,Human_mIoU,Saliency_mIoU,Normals_rmse,Delta_m_percent
160,68.3486,59.4466,65.109,17.3588,1.377581537148248
165,68.5538,59.4547,65.346,16.9597,2.107438293123368
170,68.3185,59.3014,65.402,17.0113,1.9086973083938945
175,68.4435,59.2308,65.076,17.1689,1.5767254206101113
180,68.3458,59.492,65.429,16.9412,2.1041433885387826
185,68.44,59.5808,65.235,17.0297,1.9741211833073307
190,68.2752,59.4308,65.204,16.9557,1.9427880736341472
195,68.3276,59.4289,65.462,16.8537,2.206863673605852
200,68.4966,59.442,65.543,16.8683,2.287180888074448
205,68.3776,59.5379,65.381,16.7898,2.325883604773671
210,68.5549,59.5246,65.336,16.9511,2.1440195625774816
215,68.4321,59.6179,65.231,16.8368,2.252919309626691
220,68.4974,59.5126,65.354,16.9394,2.1412816475033556
225,68.3663,59.5865,65.297,16.9067,2.1449862870804215
230,68.4702,59.5759,65.35,16.942,2.1514961603145895
235,68.4832,59.4133,65.322,17.0036,1.993767795136954
240,68.3985,59.585,65.482,16.8471,2.3134521473625935
245,68.4117,59.5305,65.295,16.853,2.2131734085687396
250,68.401,59.5689,65.365,16.8472,2.2608310841587778
255,68.4047,59.5625,65.353,16.8694,2.2239274496358643
260,68.3407,59.5447,65.498,16.8625,2.260674803434844

BEST(epoch 205),68.3776,59.5379,65.381,16.7898,2.325883604773671
