epoch,SemSeg_mIoU,Human_mIoU,Saliency_mIoU,Normals_rmse,Delta_m_percent
30,68.7543,56.6465,62.481,18.3253,-2.0001907048123786
35,68.868,56.7705,63.691,18.2022,-1.251419329633803
40,68.9184,57.6033,64.328,18.1164,-0.5217075023992715
45,69.3645,57.9688,64.403,17.949,0.054733562447136015
50,69.5685,57.766,64.462,17.3671,0.8819489642637731
55,69.6421,58.3882,64.994,17.4692,1.2317661752415525
60,69.616,58.7736,64.785,17.2264,1.6316207527488518
65,69.9769,58.9726,65.135,17.5582,1.5249309397472544
70,69.748,59.051,65.631,17.2401,2.1128564284469866
75,70.0507,58.983,65.604,16.9191,2.6337525802620316
80,69.9985,58.9682,65.718,17.0033,2.5369313655263785
85,70.0335,59.4711,65.715,16.929,2.855125561467095
90,70.0977,59.3957,65.473,16.859,2.8489199964453973
95,69.9055,59.7032,65.547,16.7062,3.143807470929701
100,69.7963,59.5746,65.462,16.7527,2.952502116516001
105,69.896,59.9424,65.639,16.8243,3.109421322237363
110,69.818,59.6159,65.867,16.7607,3.1285059559417294
115,69.9466,59.9034,65.305,16.8053,3.0050108771103
120,69.7373,59.9613,65.8,16.5722,3.473297869657335
125,69.91,60.2219,65.811,16.513,3.7295063143332725
130,69.804,60.0711,65.396,16.5353,3.431779188996157
135,69.9746,60.1462,65.334,16.4543,3.6133816439587276
140,69.9884,60.2716,65.51,16.405,3.80829237788365
145,69.8271,60.2529,65.796,16.5417,3.665242166247333
150,69.9489,60.1995,65.642,16.4472,3.7587122476844717
155,69.6291,60.4974,65.481,16.3682,3.8053639426432087
160,69.9748,60.4086,65.555,16.2384,4.108356467562135
165,70.0186,60.4754,65.883,16.2959,4.203135817617342
170,69.8376,60.4271,65.583,16.2748,4.025377493592804
175,69.9036,60.2788,65.832,16.329,4.0144975989243745
180,69.9187,60.3163,65.743,16.2993,4.040885600950498
185,69.7951,60.5782,65.603,16.2521,4.110164778284925
190,69.9008,60.3926,65.575,16.28,4.024516907878048
195,69.8577,60.3769,65.671,16.2524,4.079036977232932
200,69.7021,60.5698,65.681,16.222,4.145331194485026
205,69.769,60.4156,65.659,16.2952,3.9973106204483924
210,69.8151,60.5525,65.802,16.2291,4.21901880459085
215,69.6692,60.4839,65.665,16.1401,4.205941687751567
220,69.6456,60.6132,65.493,16.072,4.275134978088832
225,69.7986,60.59,65.614,16.1558,4.254613984700828
230,69.7112,60.57,65.566,16.315,3.973303874322439
235,69.6229,60.5138,65.537,16.1552,4.1284592174097465
240,69.7018,60.6161,65.642,16.1335,4.271394400626248
245,69.7526,60.5276,65.676,16.2268,4.138397631186326
250,69.674,60.6514,65.693,16.1133,4.3238551078151195
255,69.7009,60.6356,65.583,16.1737,4.199348099242919
260,69.6951,60.6428,65.615,16.2064,4.167435495965131
265,69.6728,60.6029,65.696,16.1812,4.21057008228188
270,69.6973,60.642,65.635,16.2098,4.171220021769002
275,69.6856,60.6249,65.674,16.1723,4.227772849750605
280,69.695,60.6161,65.636,16.1198,4.285518784944794
285,69.6898,60.656,65.661,16.205,4.191184616779892
290,69.6731,60.6474,65.648,16.217,4.159594081151284
295,69.7125,60.6418,65.689,16.2068,4.202618793421167
299,69.7037,60.6271,65.736,16.1526,4.287660030575395

BEST(epoch 115),68.9448,60.8559,65.939,15.8859,4.550165920351816
